,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_11,0,103,70,688,983,400,0,225,0,0,316,0,0,0,0,0,590,268,0,217,705,291,0,151,0,1550,607,0,114,0,0,6,56,26,0,260,398,0,441,586,1813,1187,883,0,6144,0,1859,1835,97,0,0,0,0,0,2136,0,1075,821,97,0,650,0,0,1076,1021,1724,0,0,0,0,0,0,4502,0,0,21,0,0,416,0,3356,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,30,47,53
SAMPLE_12,0,2040,0,112,0,0,0,2064,53,2558,0,644,572,0,273,462,771,512,1247,1402,3200,1075,0,1590,955,0,230,0,262,2697,1655,1032,657,0,0,0,0,0,2138,1517,4104,6758,0,0,1563,3647,201,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,903,622,1016,4913,22,33,0,330,1478,2683,874,15,0,380,0,1895,245,0,0,0,3469,0,0,0,0,0,0,0,0,0,1134,4275,2288,4427,892
SAMPLE_13,0,0,0,0,0,0,0,0,0,0,0,42,0,0,132,0,0,0,0,1169,712,171,0,143,0,773,77,521,0,0,221,0,355,148,204,186,0,1407,214,1478,2827,4299,0,0,751,242,428,0,0,658,0,2511,0,2491,0,0,0,0,140,0,597,0,1231,58,0,1428,0,87,1944,728,1102,2869,0,0,1099,0,771,2301,2098,0,0,0,3209,436,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_14,0,142,0,589,0,896,0,0,0,0,0,520,0,0,0,0,0,446,0,1413,3478,0,0,1520,3081,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,2697,1173,73,0,0,193,15,61,0,29,384,0,244,148,72,0,0,0,0,20,0,0,0,283,2294,0,0,0,101,4855,1950,1298,0,323,0,0,84,0,2835,1094,0,0,0,0,0,43,0,4,0,1519,375,206,117,355,0,34
SAMPLE_15,0,2115,80,237,612,676,0,0,3580,3312,0,1018,2413,0,50,95,16,116,0,166,0,311,1215,2901,0,721,318,0,54,0,15,0,232,123,0,151,0,2166,0,1567,2332,5118,0,0,0,493,0,1356,0,0,76,151,27,157,753,251,29,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5223,2409,1995,0,0,39,3029,258,0,60,0,26,0,2127,0,198,0,0,18,0,5,993,0,1014
SAMPLE_16,0,2846,346,573,4571,379,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909,0,0,844,0,111,0,0,0,552,132,1086,197,0,0,0,0,0,0,0,1739,261,1143,0,961,675,0,2669,172,0,54,0,0,343,271,472,0,218,0,0,1326,0,742,0,0,0,301,0,0,5271,12198,6587,5233,2048,4584,0,26,374,3446,3690,491,0,32,0,70,0,1593,0,151,0,356,84,192,2901,1402,2981,824
SAMPLE_17,0,0,0,301,0,1925,0,391,1235,1857,0,6271,6211,0,180,377,690,452,0,339,3119,925,0,816,492,502,495,0,495,1270,2675,752,1275,58,44,339,19,0,0,13,0,248,0,0,53,3179,0,0,0,356,0,219,49,86,60,12,262,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,131,2178,0,0,0,0,2984,1616,0,185,0,139,0,131,31,31,0,1816,3525,40
SAMPLE_18,0,0,0,0,0,19,90,0,2,2865,0,1602,3374,0,497,1018,0,1128,0,684,0,53,28,342,34,867,497,0,126,0,72,0,587,101,1174,545,854,0,93,2869,4625,2521,2003,0,896,1012,0,2138,0,0,2558,0,0,0,87,0,175,76,535,0,0,0,0,489,0,64,243,521,4180,1363,1532,4152,3618,0,867,104,1321,1888,0,1443,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_19,0,98,12,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,565,0,1397,233,3465,627,634,0,982,1236,4475,5267,247,0,2640,805,1022,0,0,1515,0,4017,0,2875,1054,2582,160,1729,0,0,0,183,0,371,1897,0,265,606,3425,0,0,0,666,2958,5289,1775,133,459,148,232,0,516,0,0,15,3162,23,1371,0,0,0,8,1095,0,0,0,2464,0,0,78
SAMPLE_20,0,0,158,0,1812,185,3368,0,0,2594,0,68,0,878,1502,3293,583,1869,0,1013,707,655,284,3897,127,3454,14,2082,89,0,145,0,1258,65,1913,270,0,1471,1647,2118,3179,1156,832,0,3332,2187,907,3075,0,0,0,0,0,0,0,0,0,0,0,0,1136,98,0,9,0,1,571,828,3454,0,1494,0,0,0,0,0,0,0,0,0,0,0,72,0,457,5679,1132,6188,0,0,0,649,2855,0,13,977,4600,1535,3062,2394
SAMPLE_21,0,2243,16,7,34,15,0,0,20,392,0,1317,610,0,361,154,0,346,0,209,2170,1837,0,4310,927,0,0,0,0,0,0,0,0,0,0,203,0,570,1980,1404,1791,612,1511,303,353,0,0,0,0,0,0,0,0,0,0,0,92,56,796,0,0,194,0,1085,0,353,628,247,4069,198,709,1800,6339,808,640,0,0,0,0,0,197,464,1253,545,0,156,0,101,0,0,0,23,0,2966,772,1378,1393,1816,2414,2455
SAMPLE_22,0,694,16,52,170,173,0,4686,0,1188,0,3851,3755,0,2351,1184,403,1556,946,4059,3233,2451,0,2504,1798,0,35,0,0,1008,2649,2828,0,12,2136,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,205,0,1837,0,193,0,0,0,243,859,233,11663,57,6379,0,2359,1004,0,0,0,1477,1500,549,0,960,0,524,105,0,0,433,0,0,0,1053,2027,3614,5484,1877
SAMPLE_23,184,380,0,513,0,0,30,13,0,0,83,0,0,284,0,2263,289,111,0,297,0,119,0,173,173,721,21,55,2,1751,4843,3275,3351,305,2942,1721,609,0,0,0,1546,0,654,0,1130,758,281,1312,0,0,0,24,0,0,0,1591,0,593,0,0,0,1420,72,0,0,0,0,0,0,0,1687,0,0,2709,1699,1611,0,1725,0,1723,749,6162,0,603,85,0,389,225,0,259,0,30,3141,0,0,605,0,1196,0,87
SAMPLE_24,0,305,65,667,839,0,245,0,310,0,0,0,0,0,573,1347,0,0,0,0,0,17,0,45,0,173,179,2618,0,0,0,0,0,0,0,14,0,0,226,276,1128,563,3292,571,1182,722,46,260,163,0,0,0,0,0,42,0,103,166,73,0,21,126,0,77,2282,2521,0,0,0,0,0,0,0,0,411,0,0,0,233,1469,0,35,2917,322,0,3139,0,4039,0,0,1434,426,0,389,117,174,681,965,1632,71
SAMPLE_25,0,3787,0,943,0,558,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,1492,0,140,0,0,0,1990,447,0,564,0,0,1042,2311,1893,758,2771,0,3034,3734,0,1591,0,331,0,2469,0,2814,211,50,46,623,0,0,803,0,0,10,0,1455,33,0,0,1749,1046,1304,0,2063,1065,0,230,54,0,0,0,0,694,78,0,5811,0,5941,123,892,0,511,0,917,169,515,2258,1482,4635,1117
SAMPLE_26,0,0,0,2118,5804,1111,0,191,2898,0,0,0,0,325,322,646,77,50,0,35,3052,2737,0,3417,0,1733,0,0,3,22,0,0,1089,347,1815,2417,419,0,2603,1212,1729,1146,63,59,103,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6068,97,1813,0,1082,412,5960,2733,2485,2319,0,365,142,204,0,0,38,0,0,1620,0,0,0,688,0,1284,0,0,0,14,0,1059,252,0,162,0,0,0
SAMPLE_27,0,1294,959,1336,4323,755,0,2188,0,0,0,1377,1599,0,56,65,19,19,0,104,74,55,40,352,0,2211,250,616,0,245,1286,285,788,36,929,360,627,0,651,0,1495,5703,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,28,0,0,0,0,0,3158,6355,3093,3686,1045,0,7066,0,0,0,0,0,85,0,0,470,201,0,2883,0,0,0,0,0,683,1064,1773,378
SAMPLE_28,0,639,135,925,1660,1253,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,218,1548,0,0,0,0,857,327,1361,923,1179,0,0,403,2172,815,0,0,1529,379,694,86,0,808,622,3017,2920,1061,0,121,2,0,0,0,0,0,0,705,243,635,0,0,0,0,0,0,2034,0,625,0,220,352,105,0,0,5,2966,479,0,1674,47,0,0,0,349,0,0,0,0,834,0,0,0,248
SAMPLE_29,0,1671,131,0,1356,955,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,497,1022,167,940,236,466,482,110,0,2464,1427,1751,629,371,0,3176,881,669,301,0,1642,0,6378,0,5256,0,24,29,292,136,0,112,511,0,505,0,0,19,0,0,368,1370,345,3077,0,1131,0,1841,1034,464,0,0,0,0,0,250,0,590,312,8,0,55,0,0,2600,617,511,612,757,777,2271
SAMPLE_30,0,191,163,16,229,12,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,116,0,121,0,214,0,1545,1082,413,2075,237,1821,1476,306,2076,0,0,500,492,1436,451,0,674,163,1014,303,0,0,0,0,919,0,1527,0,0,0,2104,843,2157,5895,0,0,0,0,0,82,24,0,0,64,0,0,4413,0,4195,0,0,0,393,0,0,0,0,0,1258,0,117
SAMPLE_31,0,0,0,0,0,55,0,1494,275,0,0,1014,0,0,0,0,0,68,893,688,6933,2106,0,2188,1758,504,344,2249,0,740,2503,860,1604,100,1325,604,1004,0,0,60,20,5,0,0,42,61,0,131,0,0,517,0,386,0,2469,777,294,838,699,0,0,1136,0,582,0,1789,1800,869,7281,176,517,1027,1530,1337,1316,302,1332,2501,0,1403,1823,81,106,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_32,0,0,0,0,192,342,0,572,222,549,0,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,56,3,0,0,0,830,439,0,544,0,0,1247,3632,5059,6568,279,1098,1195,946,184,188,0,180,795,940,0,2583,0,48,0,0,0,2,0,5,0,0,0,0,0,286,1235,0,0,0,0,1728,2967,718,599,1850,0,23,0,19,2061,991,0,0,0,94,40,0,137,18,0,584,430,0,0,0,0,0
SAMPLE_33,0,0,0,189,0,256,90,2320,0,31,0,0,0,396,0,1955,927,435,0,0,0,0,0,0,852,2173,0,740,0,2267,2987,1650,1713,0,2861,0,0,0,2357,3522,3207,6209,0,0,846,814,203,1374,246,0,0,12,0,39,881,0,140,96,0,0,0,0,0,0,0,0,0,0,0,2010,1692,4435,0,331,391,154,0,0,443,0,0,1249,1798,584,7,0,20,724,0,136,0,508,0,512,147,0,155,55,125,0
SAMPLE_34,1008,2973,266,1381,3825,1758,1700,266,364,1705,0,0,0,0,0,0,0,0,1337,3943,0,59,0,40,2,5100,517,0,50,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,598,0,2588,0,2350,6,3750,6,4375,61,0,0,114,0,1312,1929,0,815,1434,7744,397,1604,0,7035,6350,5445,3406,1761,1168,124,0,0,3867,5359,1662,0,70,0,85,0,150,0,90,0,1575,466,170,343,315,295,785
SAMPLE_35,0,101,0,437,1388,1784,0,0,0,0,0,0,302,781,0,1892,829,1309,0,1560,2553,1847,0,2653,3171,0,0,0,0,135,280,0,701,129,1439,227,0,0,1068,3031,2284,1279,401,19,733,272,0,0,0,337,0,1304,0,3326,561,785,0,307,64,0,27,0,0,329,0,0,562,0,0,324,1238,1841,527,0,1364,0,1983,637,80,16,0,167,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,250
SAMPLE_36,0,80,69,588,897,357,174,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,3715,2527,1055,934,0,79,0,0,0,0,0,0,0,0,0,0,13,0,31,0,245,285,1002,0,2731,2191,0,42,684,0,0,0,454,0,522,0,152,0,0,0,1880,3183,3269,0,5790,2160,1876,0,0,0,453,0,0,0,0,0,0,270,2670,630,0,3155,0,0,88,25,603,3049,2420,3586,56
SAMPLE_37,0,102,0,736,931,0,287,0,0,79,0,51,0,0,0,0,0,0,0,0,0,0,0,401,0,1345,903,0,140,692,996,510,0,0,0,0,0,0,857,2600,2022,769,3112,2422,814,1272,0,27,0,0,3385,1330,1132,2436,161,0,1289,1806,26,0,97,491,203,0,0,2834,0,0,0,1316,846,2188,0,0,601,0,445,1819,14,1194,437,0,623,289,0,5765,0,1985,0,0,0,5,0,2366,555,0,212,26,76,27
SAMPLE_38,0,3510,399,902,2058,1432,0,0,2121,3969,0,5,0,1849,2415,5282,1296,2891,0,0,5107,2196,0,2953,3382,0,942,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,4188,1521,0,2771,223,78,0,0,95,0,496,0,662,114,2366,36,0,0,0,366,1531,1166,0,1062,0,0,2744,3826,4175,54,0,1086,1793,759,0,539,0,189,0,431,0,812,0,882,236,306,934,713,2270,1904
SAMPLE_39,0,990,417,119,1533,53,2371,0,0,374,0,2353,1261,0,52,20,0,47,0,0,0,0,0,0,0,137,0,0,0,2998,6620,3080,3302,330,183,2037,158,0,32,125,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,237,0,553,0,0,0,0,0,51,216,0,3404,4181,1866,2439,0,0,2415,188,365,143,83,0,197,0,0,0,0,0,0,0,0,0,0,0,803,569,2078,1415
SAMPLE_40,1718,473,2,24,30,8,0,717,0,0,0,1845,2524,0,1031,2363,1118,2642,0,1607,0,70,70,697,727,0,630,0,209,0,0,0,1296,260,3353,1589,1371,0,556,1301,1572,4209,0,0,0,3616,0,0,0,441,929,1709,2703,1880,0,3341,293,1504,762,0,38,1023,0,429,1183,0,2315,2630,16291,24,45,0,2912,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066
SAMPLE_41,0,0,0,0,0,0,0,0,1224,2301,0,689,1428,0,932,2050,0,0,44,152,678,936,65,0,0,283,275,0,20,180,44,0,0,0,0,0,0,0,0,0,0,0,0,2901,42,1032,0,27,0,1112,991,2060,0,1607,0,188,0,2010,410,0,1021,0,0,2,0,735,0,0,0,346,0,0,0,10261,6806,5033,0,0,40,0,307,0,539,96,0,1782,2041,1808,0,0,0,0,0,50,17,241,1262,0,373,0
SAMPLE_42,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,81,0,0,0,1468,726,0,11,0,21,39,0,1057,0,0,0,0,0,0,4,94,5,0,544,0,462,461,155,1090,0,2296,2529,189,1004,840,0,200,296,0,789,36,871,224,1943,629,0,926,0,2268,33,568,715,149,54,1806,6,42,0,0,6571,6598,3543,0,0,1582,33,0,1172,5575,1820,0,1511,0,1324,363,0,4999,80,0,0,0,0,0,0,0,0
SAMPLE_43,0,0,0,68,0,36,0,466,0,0,0,1698,1797,503,0,0,19,7,0,0,1119,1038,0,755,0,699,1142,0,122,0,0,0,83,0,391,639,0,0,0,0,415,1571,0,43,0,1984,0,311,0,0,2009,13,59,0,478,0,0,0,1894,0,0,990,0,109,2356,913,0,0,0,345,1063,2030,0,2971,2739,0,2079,0,92,0,0,0,846,269,0,5923,805,0,11,0,85,0,0,117,39,0,57,0,0,0
SAMPLE_44,0,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169,0,0,1889,0,577,3358,4650,1937,2028,49,372,322,0,2574,80,4030,2417,2071,509,0,5079,1541,1423,1092,926,0,0,462,0,1132,0,1508,0,544,0,0,0,277,0,335,0,0,0,604,888,0,0,0,2940,4181,0,2002,3600,3912,48,2783,3398,348,3782,540,0,1734,0,605,0,75,0,523,0,4463,1082,879,2275,2614,4429,0
SAMPLE_45,0,12,9,59,0,138,0,12,0,0,0,0,0,0,0,0,0,0,0,8,797,765,0,1307,1837,0,0,0,0,1060,1446,1615,1183,190,246,984,0,222,1390,1652,1971,4225,0,0,0,0,0,0,0,364,0,1312,325,441,1026,0,914,1233,621,0,185,0,0,10,0,0,200,32,729,376,1512,249,0,2828,1452,797,0,0,1156,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,538,3126,1744,4977,2
SAMPLE_46,0,1491,291,1347,2360,723,265,31,0,0,0,0,0,1123,1237,2769,268,0,0,0,662,660,0,600,239,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,919,0,877,0,1818,0,122,0,1148,262,0,1623,0,0,435,34,0,0,167,148,280,1096,0,785,4300,6434,2308,0,0,1869,1096,0,0,2695,365,0,0,2637,1412,0,0,0,0,0,2149,667,618,989,929,1317,1943
SAMPLE_47,0,0,0,138,0,705,0,0,3457,5976,0,98,0,0,1209,0,0,20,0,79,5385,1198,0,0,0,545,91,563,0,0,583,0,1477,94,4929,416,469,0,389,466,1780,3435,1924,0,1762,3674,0,2745,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,1134,7734,442,658,0,1336,1647,2273,296,2882,0,0,138,0,1442,3937,1796,0,0,0,0,141,0,3866,448,0,416,66,0,627,436,0,0
SAMPLE_48,0,841,179,1466,2604,1737,0,2197,0,0,0,352,0,1967,2232,4188,303,273,0,193,4961,1552,57,1882,108,3478,443,0,36,1952,5175,3018,1936,0,305,434,0,4142,0,2288,1100,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,316,0,0,554,249,3532,0,200,0,764,0,1146,0,1942,3497,565,165,0,16,3079,1360,0,1890,0,3776,0,0,0,7,0,2185,742,620,2782,2728,4596,1561
SAMPLE_49,0,2261,95,268,884,950,0,1863,0,111,0,383,247,5,73,88,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,71,0,15,4,0,4323,0,0,2250,0,0,0,961,0,61,0,2380,0,0,0,0,0,0,0,535,973,100,1292,2491,3,354,1357,58,0,0,0,9421,0,6185,0,0,0,634,0,944,205,1602,1370,2135,3363,927
SAMPLE_50,0,124,0,0,0,0,0,630,0,271,0,149,0,0,0,0,631,384,0,303,2400,771,388,1129,0,0,0,0,8,270,710,0,1868,665,1662,1683,504,0,2928,1337,2081,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,1966,433,0,44,0,0,0,441,195,540,271,0,1345,0,1487,3816,12,3043,653,0,2919,1201,0,0,0,3963,40,0,4889,0,0,107,53,386,2110,1557,2974,45
SAMPLE_51,0,923,391,1266,5402,1814,556,0,0,0,0,0,0,0,0,0,3,22,2513,1432,0,0,288,2440,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,623,0,50,0,331,156,1295,671,1037,0,1300,0,548,115,0,0,624,0,623,0,1917,0,0,0,1078,0,0,5579,5384,4058,3376,0,0,4159,0,0,128,3727,1010,4,0,2915,1199,0,0,0,0,0,1872,472,159,906,673,831,261
SAMPLE_52,0,0,0,0,617,687,0,0,0,11,0,1921,385,572,3058,1647,56,0,0,2437,0,0,95,0,111,0,0,0,10,0,0,0,821,16,57,53,27,0,1,0,58,0,236,163,554,412,141,639,0,2477,1590,970,317,310,0,0,0,1276,215,0,1252,0,0,25,0,418,0,0,0,387,1341,0,0,2972,1246,1092,140,485,0,334,84,1874,190,28,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_53,773,596,459,43,739,47,0,1903,320,2372,0,24,0,540,788,1724,1168,0,0,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,64,0,1297,0,2868,2444,4,3348,1643,360,0,1277,0,3116,11,0,1227,735,278,5518,426,1169,2526,0,1644,2081,291,2560,1981,0,1329,669,0,0,0,0,0,1288,2234,449,0,691,15,3236,0,0,183,1060,762,1336,190
SAMPLE_54,0,1635,0,1447,0,719,0,0,0,0,0,0,791,0,496,418,55,285,2904,2953,0,1313,0,809,59,1529,215,0,0,0,0,587,0,67,0,86,0,430,1821,1677,4482,4097,3734,728,2329,1386,321,1195,96,0,0,25,0,65,0,89,250,184,656,0,1056,0,2563,23,0,0,0,0,0,0,0,0,0,0,0,0,2553,3300,6,1337,496,319,255,100,0,407,0,877,0,314,0,877,0,4796,2352,1704,2324,2678,4152,2596
